,word_root,polarity
2495,음모,-3
2496,음미,1.5
2497,음산,-1.5
2498,음식,3
3670,음울,-1.5
2499,음침,-1.5
2500,음흉,-3
2501,응석,-1.5
2502,응어리지,-1.5
2503,응하,-1.5
2504,의가,3
2505,의기,1.5
2506,의기소침,-1.5
2507,의기양양,1.5
2508,의기저상하다,-1.5
2509,의도,-1.5
2510,의도적,-1.5
2511,의롭,3
2512,의사,-1.5
2513,의식,-3
2514,의심,-1.5
2515,의심나,-1.5
2516,의심쩍,-1.5
2517,의아,-1.5
2518,의아심,-1.5
2519,의욕,1.5
2520,의인,-3
2521,의젓,1.5
2522,의존성,-1.5
2523,의좋,1.5
2524,의지,3
2525,의합하,3
2526,의회,-1.5
2527,이간질,-1.5
2528,이기,1.5
2529,이기적,-3
2530,이끌리,1.5
2531,이득,3
2532,이듬해,3
2533,이러,-1.5
2534,이롭,3
2535,이루,1.5
2536,이루어지,1.5
2537,이룩,1.5
2538,이르,0
2539,이름,1.5
2541,이리,-1.5
2540,이리저리,-1.5
2542,이바지,1.5
2543,이벤트,1.5
2544,이별,-1.5
2545,이쁘,3
2546,이상,1.5
2547,이성적,3
2548,이야기,-1.5
2549,이용,1.5
2550,이이,-1.5
2551,이익,3
2552,이죽이죽,-3
2553,이쪽저쪽,3
2554,이치,3
2555,이타,3
2556,이해,-1.5
2557,이혼,-1.5
2558,익살,0
2559,익살극,0
2560,익살맞,0
2561,익숙,-1.5
2562,익히,-1.5
2564,인간,1.5
2563,인간애,1.5
2565,인격,-3
3808,인공감미료,1.5
2566,인기,1.5
2567,인덕,1.5
2568,인망,-3
2569,인물,0
2570,인사,1.5
2571,인상적,1.5
2572,인색,-1.5
2573,인심,1.5
2574,인연,1.5
2575,인재,1.5
2576,인정,1.5
2577,인정받,3
2578,인품,3
2579,일깨우,1.5
2580,일러바치,-1.5
2581,일류,-1.5
2582,일방적,-1.5
2584,일부,-1.5
2583,일부러,-1.5
2585,일솜씨,3
2586,일어나,-1.5
2587,일진,-1.5
2588,일찍,0
2589,일치,0
2590,일품,3
2591,일하,-1.5
2592,잃어버리,-1.5
2593,임신,0
2594,임질,-1.5
2595,입가,3
2596,입담,3
2597,입맛,0
2598,입속,1.5
2599,입이,0
2600,입히,-1.5
2601,잇따르,-1.5
2602,잇몸,-1.5
2603,잉여,-1.5
2604,자격,-1.5
2605,자괴,-3
2606,자괴감,-3
2607,자궁,0
2608,자긍,1.5
2609,자긍심,1.5
2610,자기,0
2611,자기편,0
2612,자꾸,-1.5
2613,자라,-1.5
2614,자랑,1.5
2615,자리,-1.5
2617,자릿,-1.5
2616,자릿자릿,-1.5
2618,자부,1.5
2619,자비,1.5
2620,자비심,1.5
2621,자빠지,-1.5
2622,자상,3
2623,자세,1.5
2624,자세히,1.5
2625,자송하,-1.5
2626,자신,1.5
2627,자신감,1.5
2628,자애,3
2629,자연,1.5
2630,자유,-1.5
2631,자제력,-1.5
2632,자주,1.5
2633,자증,-1.5
2634,자지,0
2635,자지러지,1.5
2636,자질,1.5
2637,자질구레,-1.5
2638,자책,-1.5
2639,자폐,-3
2641,자포,-1.5
2640,자포자기,-1.5
2642,자해,-3
2643,작고,3
2644,작품,1.5
2645,잔꾀,-1.5
2646,잔뜩,-1.5
2647,잔소리,-1.5
2648,잔인,-3
3830,잘,1.5
2649,잘나,-1.5
2650,잘되,3
2651,잘못,-3
2652,잘못되,-3
2653,잘못하,0
2654,잘생기,3
2655,잘하,3
2656,잡념,1.5
3656,잡놈,-3
2657,잡되,-3
2658,잡스럽,-3
2659,잡지,-1.5
2661,장난,-1.5
2660,장난삼,-1.5
2662,장애,-3
2663,장애물,-3
2664,장애인,-3
2665,장엄,3
2666,장점,3
2667,장하,3
2668,장학금,1.5
2669,재난,-3
2670,재능,1.5
2671,재물,-3
2672,재미,3
2673,재미없,-1.5
2674,재미있,3
2675,재밌,3
2676,재발,-1.5
2677,재산,-1.5
2678,재수,-1.5
2679,재앙,-3
2680,재주,1.5
2681,재질,0
2682,재촉,-1.5
2683,재치,1.5
2684,재해,1.5
2685,잴뚝,-1.5
2686,저급,-1.5
2687,저렴,1.5
2688,저리,-1.5
2689,저릿,-1.5
2690,저버리,-3
2691,저절로,-1.5
2692,저주,-3
2693,저지르,-1.5
2694,저하,-1.5
2695,적극,1.5
2696,적극적,1.5
2697,적당,1.5
2698,적당히,1.5
2699,적대적,-3
2700,적수,-3
2701,적용,-1.5
3755,적은,0
2702,적의,-1.5
3671,적적,-1.5
2703,적절,-3
2704,적절히,3
2705,적합,1.5
2706,적확,1.5
2707,전문가,1.5
2708,전문적,1.5
2709,전부,-1.5
2710,전성,1.5
2711,전염,-3
2712,전염병,-1.5
2713,전전긍긍,-3
2714,전혀,0
2715,절개,1.5
3672,절규,-3
2716,절도질,-3
2717,절망,-3
2718,절망적,-3
2719,절박,-1.5
2720,절실,0
2721,절절매,-1.5
2722,절친,3
2723,점잖,3
2724,점점,-1.5
2725,접대,1.5
2726,정결,1.5
2727,정겹,3
2728,정교,1.5
2729,정기,1.5
2730,정답,3
2731,정도,1.5
2732,정돈,1.5
3822,정말,3
2733,정밀,1.5
2734,정분,1.5
2735,정상,1.5
2737,정성,1.5
2736,정성껏,1.5
2738,정성스레,1.5
2739,정신,0
2740,정신병,-3
2741,정신없,0
2742,정신없이,0
2743,정신적,0
2744,정연,1.5
2745,정열,1.5
2746,정의,1.5
2747,정정당당,3
2748,정조,3
2749,정중,1.5
2750,정중히,1.5
2751,정직,-1.5
2752,정처,-1.5
2753,정치,1.5
2754,정하,1.5
2755,정해지,-1.5
2756,정확,1.5
2757,제격,-1.5
2758,제대로,1.5
2759,제때,1.5
2760,제맛,-1.5
2761,제멋대로,-1.5
2762,제법,3
2763,제일,3
2764,제정신,-1.5
3812,제조,0
2765,제치,-1.5
2766,제한,-1.5
2767,제힘,-1.5
2768,조건,1.5
2769,조걸위악하,-3
2770,조금,-1.5
2771,조금씩,-1.5
2772,조급,-1.5
2773,조롱,-1.5
2774,조르,-1.5
2775,조리,-3
2777,조마조마,-1.5
2776,조마조마하,-1.5
2778,조바심,-1.5
2779,조상,-3
2781,조심,1.5
2780,조심성,-1.5
2782,조여들,-1.5
2783,조용,1.5
2784,조용히,-1.5
2785,조잡,-1.5
2786,조직,-1.5
2787,조촐,-3
2788,조화,3
2789,족치,-3
2790,존경,1.5
2791,존귀,3
2792,존대,3
2793,존망,-1.5
2794,존멸,-1.5
2795,존멸하,-1.5
2796,존속,0
2797,존중,1.5
2798,졸도,-3
2799,졸아들,-1.5
2800,졸이,-1.5
2801,좀도둑,-1.5
2802,좀스럽,-3
2803,종기,-1.5
2804,종말,-1.5
2805,종알거리,-1.5
2806,종알종알,-1.5
2807,종이,-1.5
2808,종횡무진,0
2809,좆같,-3
2810,좆심,-1.5
,좋,1.5
3840,좋,0.5
2811,좋아,3
2812,좋아지,3
2813,좋아하,3
2814,좌욕,-3
2815,좌절,-3
2816,죄과,-3
2817,죄범,-3
3673,죄송,-3
2818,죄수,-3
2819,죄악,-3
2820,죄악감,-3
2821,죄악관영하,-3
2822,죄악사,-3
2823,죄악상,-3
2824,죄악시,-3
2825,죄악시되,-3
2826,죄악시하,-3
2827,죄어들,-1.5
2828,죄업,-3
2829,죄의식,-3
2830,죄이,-1.5
2831,죄인,-3
2832,죄짓,-3
3674,죄책감,-3
2833,주견,-1.5
2834,주눅,-1.5
2835,주로,-1.5
2836,주름,-1.5
2837,주무르,3
2838,주색,-1.5
2839,주의,-1.5
2840,주작,-1.5
2842,주저,0
2841,주저앉,1.5
2843,주저주저,-1.5
2844,주제넘,-1.5
2845,주책없,-3
2846,주책없이,-3
2847,주체,-3
2848,주춤,-1.5
2849,주춤거리,-1.5
2850,주춤대,-1.5
2851,주춤병,-1.5
2852,주춤주춤,-1.5
2853,죽기,-1.5
2855,죽음,-1.5
2854,죽이,3
3756,줄어든,-1.5
2856,줄어들,-1.5
2857,줏대,-3
2858,중간,-1.5
2859,중단,-1.5
2860,중대,1.5
2861,중독,0
2862,중병,-3
2863,중상,-3
2864,중생,1.5
2865,중심,-1.5
2866,중얼거리,-1.5
2867,중요,1.5
2868,중풍,-3
2869,중한,-3
2870,중히,3
2875,즐거,3
2873,즐거우,3
2872,즐거움,3
2874,즐거워하,3
2871,즐겁,3
2876,즐기,3
2877,증상,1.5
2878,증세,-3
2879,증오,-3
2880,증오감,-3
2881,증오심,-3
2882,지겨워하,-3
2883,지겹,-3
2884,지경,-1.5
2885,지극,3
2886,지긋지긋하,-1.5
2887,지껄이,-1.5
2888,지나치,-1.5
2889,지능,-1.5
2890,지독,-3
2891,지루,-1.5
2892,지르,-1.5
2893,지방,0
2894,지속,-1.5
2895,지식,1.5
2896,지옥,-3
2897,지위,-1.5
2898,지저분,-3
2899,지적,1.5
2900,지지,-1.5
2901,지치,-1.5
2902,지키,1.5
2903,지혜,3
2904,진국,3
2905,진귀,3
2906,진득,-1.5
2907,진리,1.5
2908,진물,-1.5
2909,진실,1.5
2910,진저리,-3
2911,진정,1.5
2912,진정하,1.5
2913,진중,-1.5
2914,진지,-1.5
2915,진집,-1.5
3821,진짜,3
2916,진취적,1.5
3720,진한,1.5
2917,진행,-1.5
2918,질겁,-1.5
2919,질기,0
2920,질리,-1.5
2921,질병,-3
2922,질색,-3
2923,질서,-3
2924,질식,-1.5
2925,질질,-1.5
2926,질투,-1.5
2927,질투심,-1.5
2928,질환,-3
2929,짐승,-1.5
2930,집도,-1.5
2932,집적,-3
2931,집적거리,-3
2933,집착,1.5
2934,짓궂,-3
2935,짓누르,-1.5
2936,짓무르,-1.5
2937,짓밟,-1.5
2938,징그럽,-1.5
2939,징얼거리,-1.5
2940,징얼징얼,-1.5
2943,징징,-1.5
2941,징징거리,-1.5
2942,징징대,-1.5
2944,짖궂,-3
2945,짜그라트리,-1.5
2946,짜르르,-1.5
2947,짜릿,1.5
2948,짜이,-1.5
2949,짜증,-3
2950,짜증나,-3
3675,짠하,-3
2951,짤뚜룩,-1.5
2952,짭짭,-1.5
3843,짱,1.5
2954,쩔쩔,-3
2953,쩔쩔매,-3
2955,쩝쩝,-3
2956,쪼들리,-1.5
2957,쭈그러들,-1.5
2958,쭈그러지,-1.5
2959,쭈그렁이,-1.5
2960,쭈글쭈글,-1.5
2961,찌그러지,-1.5
2962,찌그러트리,-1.5
2963,찌꺼기,-1.5
2964,찌들,-1.5
2965,찌르,-1.5
2966,찌푸리,-1.5
2967,찔찔,-1.5
3685,찜찜,-1.5
2968,찝쩍,-3
2969,찝찝,-3
2970,찡그리,-1.5
2971,찡찡,-1.5
2972,찡찡이,-1.5
3676,찡하,-3
2973,찢어지,-1.5
2974,차갑,-1.5
2975,차도,1.5
2976,차리,-1.5
2977,차마,-1.5
2978,차별,1.5
2979,차분,-1.5
2980,차지,-1.5
2981,착실,3
2982,착잡,-3
2983,착착,1.5
2984,착취,-1.5
2985,착하,3
3792,착한 가격,1.5
2986,찬란,3
2987,찬미,3
2988,찬사,1.5
2989,찬양,3
2990,찬찬,1.5
2991,찬칭하,3
2992,찬탄,3
2993,찬하,3
2994,참견,-1.5
2995,참고,1.5
2996,참다못하,-1.5
2998,참담,-1.5
2997,참답,3
2999,참되,3
3000,참신,1.5
3001,참으로,1.5
3002,참을성,-1.5
3003,참지,-1.5
3004,참형,-3
3005,참혹,-3
3006,참회,1.5
3007,창녀,-3
3008,창백,-1.5
3009,창의,1.5
3010,창조적,1.5
3011,창피,-3
3012,창황,-3
3013,채신,-3
3014,책망,-3
3015,책임,-1.5
3016,책임감,1.5
3017,책임지,1.5
3018,처량,-3
3019,처리,-1.5
3020,처벌,-3
3021,처연,-3
3677,처절,-3
3022,처지,-3
3023,처참,-3
3624,천만다행,1.5
3024,천박,-3
3025,천사,1.5
3026,천식,-1.5
,천연,1.5
3027,천진,1.5
3028,천천히,-1.5
3029,천하,-1.5
3030,천한,-1.5
3031,철없,-1.5
3032,철저,1.5
3033,철컹철컹,-1.5
3034,청결,3
3695,청량,1.5
3679,청승,-1.5
3678,청승맞,-1.5
3035,청정,1.5
3036,체면,-3
3037,체하,-1.5
3038,쳐들,-1.5
3039,쳐들어오,-1.5
3040,쳐부수,-1.5
3041,초라,-3
3042,초상,-3
3043,초월,1.5
3044,초조,-1.5
3045,촌스럽,-1.5
3046,촐랑거리,-1.5
3047,촐싹대,-1.5
3048,총명,3
3049,최고,3
3050,최고급,3
3051,최상,1.5
3052,최상급,3
3053,최악,-3
3827,최애,3
3054,최저,1.5
3055,최적,1.5
3056,최적화,1.5
3057,최적화하,1.5
3058,추궁,-1.5
3059,추근대,-3
3060,추악,-3
3061,추운,-1.5
3062,추위,-1.5
3063,추잡,-3
3064,추저분,-3
3065,추진,1.5
3066,추천,1.5
3067,추하,-3
3068,축내,-1.5
3069,축복,3
3070,축하,3
3071,출려,3
3072,출세,3
3073,출혈,-1.5
3074,충격,-1.5
3075,충동적,-1.5
3076,충분,1.5
3077,충분히,1.5
3078,충성,1.5
3079,충실,1.5
3080,충족,3
3081,충치,-1.5
3082,취약,-3
3083,취직,3
3084,취향,1.5
3085,측은,1.5
3086,치료,-1.5
3087,치매,-1.5
3088,치미,-1.5
3089,치밀,-1.5
3090,치사,-3
3091,치욕,-3
3657,치욕적,-3
3093,치우,1.5
3092,치우치,-1.5
3094,치적,-1.5
3095,치통,-1.5
3096,칙칙,-1.5
3097,친구,1.5
3098,친근,3
3099,친밀,3
3100,친숙,1.5
3101,친애,3
3102,친절,3
3103,친하,3
3104,친화,3
3105,칠칠,-1.5
3106,침울,-3
3107,침착,-1.5
3108,침체,-1.5
3109,침침,-1.5
3110,침해,-1.5
3111,칭미하,1.5
3112,칭송,3
3113,칭양하,3
3114,칭예하,3
3115,칭찬,3
3116,캄캄하,-1.5
3117,캐리,1.5
3118,컴컴,-1.5
3119,케미,1.5
3120,콜록콜록,-1.5
3121,쾌감,1.5
3625,쾌적,3
3122,쾌조,1.5
3123,쾌활,1.5
3124,쿨룩,-1.5
3125,쿨룽,-1.5
3710,퀘퀘,-3
3728,크리미,1.5
3126,클라,1.5
3127,타격,0
3128,타당,1.5
3129,타들,-1.5
3130,타협점,1.5
3131,탁월,3
3132,탁하,-3
3729,탁한,-1.5
3133,탄력,1.5
3134,탄복,3
3705,탄산,1.5
3135,탄식,-3
3136,탄탄,1.5
3137,탈영,-1.5
3138,탈음증,-1.5
3139,탈진,-1.5
3140,탐관,-1.5
3141,탐내,-1.5
3142,탐묵,-1.5
3143,탐묵하,-1.5
3144,탐스럽,3
3145,탐욕,-3
3146,탐탁,-3
3147,탐하,-1.5
3148,탓하,-1.5
3149,탕진,-1.5
3150,탕평,1.5
3151,태도,-1.5
3152,태업,-1.5
3153,태우,-1.5
3154,태평,1.5
3155,터무니없,-3
3156,터무니없이,-3
3157,텁텁,-1.5
3158,토끼,0
3159,토달거리,-1.5
3160,토라지,-1.5
3161,토역질하,-1.5
3162,토하,-1.5
3715,톡쏘는,1.5
3163,톨톨,-3
3164,통과,1.5
3165,통달,1.5
3166,통원,-1.5
3167,통증,-1.5
3168,통쾌,3
3169,통쾌감,1.5
3170,통탄,-3
3171,통하,1.5
3172,투덜거리,-1.5
3173,투덜대,-1.5
3174,투박,-1.5
3175,퉁명,-3
3176,퉁퉁,-1.5
3177,트렌디하,1.5
3178,트롤,-1.5
3179,트이,1.5
3180,트집,-1.5
3181,특권,3
3182,특별,1.5
3183,특별히,1.5
3184,특이,1.5
3185,특출,1.5
3186,튼튼,1.5
3187,튼튼히,1.5
3188,틀리,-1.5
3189,틀림,1.5
3190,틀어지,-1.5
3191,티격태격,-1.5
3192,파괴,-3
3735,파손,-3
3193,파울,-3
3194,파출하,-1.5
3196,판단,1.5
3195,판단력,0
3197,팔다리,0
3198,팔자,-3
3199,팔팔,-1.5
3200,패가망신,-1.5
3201,패배,-1.5
3745,패킹,0
3202,패하,-1.5
3203,팽개치,-1.5
3204,퍼지,1.5
3205,펄펄,-1.5
3206,페널티,-3
3207,펴지,-1.5
3208,편견,1.5
3209,편두통,-3
3210,편리,3
3211,편리성,3
3212,편안,3
3213,편안히,3
3214,편애,-1.5
3215,편하,-3
3216,편히,3
3217,평등,1.5
3218,평안,3
3219,평안히,3
3220,평온,3
3221,평탄,3
3222,평화,3
3223,폐가,-3
3224,폐결핵,-3
3225,폐렴,-3
3226,포괄적,1.5
3227,포근,1.5
3228,포기,-1.5
3229,포살,-1.5
3230,포악,-3
3744,포장,0
3231,폭군,-3
3232,폭력,-3
3233,폭력적,-1.5
3234,폭발적,1.5
3235,폭행,-1.5
3236,표리,-1.5
3237,표정,0
3238,표현,0
3240,푸근,1.5
3239,푸근푸근,1.5
3241,푸념,-3
3242,푸지,1.5
3243,푸짐,1.5
3244,풀기,-1.5
3245,풀리,1.5
3246,풀어지,-1.5
3248,품격,1.5
3249,품위,1.5
3250,품절,1.5
3251,품질,3
3252,품행,-3
3253,풍년,3
3254,풍모,1.5
3255,풍미,1.5
3256,풍부,1.5
3258,풍성,1.5
3257,풍성풍성,1.5
3259,풍요,1.5
3260,풍자,0
3261,풍채,3
3262,풍치,3
,프리미엄,3
3263,피고름,-1.5
3264,피곤,-1.5
3265,피난,-1.5
3266,피눈물,-3
3267,피로,-1.5
3268,피로감,-1.5
3269,피부병,-3
3270,피부염,-1.5
3271,피어나,-1.5
3272,피핍하,-1.5
3273,피하,0
3274,피해,-1.5
3275,핀잔,-3
3276,필수,1.5
3277,필요,-1.5
3278,핏기,-1.5
3279,ㅎㅎ,1.5
3280,하기,-1.5
3281,하나하나,-1.5
3282,하늘하늘,1.5
3283,하드,1.5
3284,하등,-1.5
3285,하릴없이,-1.5
3286,하소연,-3
3287,하잘것없,-1.5
3288,하찮,-3
3289,학대,-1.5
3290,학문,1.5
3291,학식,3
3292,한가,1.5
3293,한결같,1.5
3294,한결같이,1.5
3295,한계,-1.5
3296,한뜻,1.5
3297,한마디,-1.5
3298,한마음,1.5
3299,한숨,-1.5
3300,한숨짓,-1.5
3301,한스럽,-3
3302,한심,-1.5
3303,한이,-3
3304,한쪽,-1.5
3305,한창,1.5
3306,한탄,-3
3307,한평생,1.5
3308,할딱,-3
3309,할인,1.5
3310,함께,1.5
3626,함박,3
3311,함부로,-1.5
3312,함정,-1.5
3313,합격,1.5
3314,합당,1.5
3315,합리적,1.5
3316,항거,-1.5
3317,항문,-1.5
3318,항의,-1.5
3319,해결,1.5
3320,해고,-1.5
3688,해괴,-3
3321,해내,1.5
3323,해로,-3
3322,해롭,-3
3324,해롱대,-1.5
3325,해어지,-1.5
3326,해지,0
3327,해치,-3
3328,해학,1.5
3329,해학적,1.5
3330,햇볕,1.5
3331,햇빛,1.5
3332,행동,-3
3333,행방불명,-1.5
3334,행복,3
3335,행복감,3
3336,행사,-1.5
3337,행실,1.5
3338,행운,3
3339,행위,-3
3340,행패,-3
3341,행하,-3
3699,향긋,1.5
3342,향기,1.5
3343,향상,1.5
3344,허기,-1.5
3345,허덕이,-1.5
3347,허둥,-1.5
3346,허둥거리,-1.5
3348,허둥지둥,-1.5
3349,허락,-1.5
3350,허랑방탕,-3
3351,허름,-1.5
3352,허리,-1.5
3353,허망,-1.5
3356,허무,-1.5
3355,허무감,-1.5
3354,허물,-1.5
3357,허물없이,1.5
3358,허병,-1.5
3359,허비,-1.5
3360,허사,-1.5
3361,허섭,-1.5
3362,허세,-1.5
3363,허술,-1.5
3364,허실,1.5
3365,허약,-1.5
3366,허용,-3
3367,허전,-1.5
3368,허찮,-3
3369,허탕,-3
3370,허풍,-1.5
3371,허하,-1.5
3372,허황,-3
3373,헉헉대,-1.5
3374,헌데,-1.5
3375,헌식,3
3376,헌신적,3
3377,헐겁,-1.5
3378,헐떡,-1.5
3379,헐뜯,-3
3380,헐리,-1.5
3383,험상,-3
3381,험상궂,-3
3382,험상궃,-3
3384,험하,-1.5
3385,헛갈리,-1.5
3387,헛되,-3
3386,헛되이,-3
3388,헛디디,-1.5
3389,헛배,-1.5
3390,헛소리,-1.5
3391,헛헛,-1.5
3392,헝클어지,-1.5
3393,헤매,-1.5
3394,헤아리,-1.5
3395,헤어나,-1.5
3396,헤어지,-1.5
3397,헤프,-1.5
3398,헷갈리,-1.5
3399,혁신,3
3400,혁신적,1.5
3401,현기증,-1.5
3402,현명,1.5
3403,현숙,1.5
3404,현시,-1.5
3405,현실,1.5
3406,현저,-3
3407,혈압,-1.5
3408,혐오,-3
3409,혐오감,-3
3410,혐오증,-3
3411,협박,-3
3412,협박장,-1.5
3413,형벌,-3
3414,형세,-1.5
3416,형편,1.5
3415,형편없,-3
3417,혜택,1.5
3418,호감,3
3419,호감정,3
3420,호강,3
3421,호되,-1.5
3422,호들갑,1.5
3423,호의,3
3424,호의적,1.5
3425,호화,3
3426,호흡,-3
3427,혹하,0
3428,혼내,-3
3429,혼란,-3
3430,혼미,-1.5
3431,혼인,1.5
3432,혼자,0
3433,혼잣말,0
3434,혼쭐,-3
3435,홀가분,1.5
3436,홀로,-1.5
3437,홀리,-1.5
3438,화가,-3
3439,화기,-3
3440,화기애애,3
3441,화나,-3
3442,화내,-3
3443,화답,1.5
3444,화려,1.5
3445,화목,3
3446,화미,1.5
3447,화사,3
3448,화음,1.5
3449,화재,-3
3450,화창,3
3451,화풀이,-1.5
3452,화하,1.5
3453,화합,1.5
3454,화해,1.5
3455,확보,1.5
3456,확신,1.5
3457,확실,1.5
3458,환각,-1.5
3748,환경,1.5
3459,환상,1.5
3460,환상적,3
3461,환성,3
3462,환영,3
3463,환자,-1.5
3464,환하,3
3465,활기,3
3466,활달,3
3467,활동,1.5
3468,활력,1.5
3469,활발,3
3470,활짝,1.5
3471,황소,-1.5
3472,황송,3
3473,황천길,-1.5
3474,황폐화,-3
3475,황홀,3
3476,황홀감,3
3477,회개,1.5
3478,회복,1.5
3479,획기적,1.5
3480,효과적,1.5
3481,효도,3
3482,효력,-1.5
3807,효모,1.5
3483,효율적,1.5
3484,후련,1.5
3485,후하,1.5
3486,후회,-3
3487,훈훈,3
3488,훌륭,3
3489,훔치,-1.5
3490,훤칠,3
3491,훤하,1.5
3492,훨씬,1.5
3493,훼방,-1.5
3494,훼손,-3
3495,휘몰,-3
3496,휘우듬,-1.5
3497,휘청거리,-1.5
3498,휭하니,-1.5
3499,휴식,1.5
3500,휼륭,3
3501,흉괴하,-3
3502,흉년,-3
3503,흉몽,-3
3504,흉물,-3
3505,흉악,-3
3506,흉악망측하,-3
3507,흉악범,-3
3508,흉악성,-3
3509,흉측,-3
3510,흉터,-1.5
3511,흉포성,-3
3512,흉하,-3
3513,흐느끼,-1.5
3514,흐느낌,-3
3515,흐느적흐느적,-1.5
3516,흐들갑,-1.5
3518,흐름,3
3517,흐리,-1.5
3519,흐리멍덩,-1.5
3520,흐린,-3
3521,흐릿,1.5
3522,흐뭇,3
3523,흐지부지,-1.5
3525,흐트,1.5
3524,흐트러지,-1.5
3526,흑인,-1.5
3527,흑흑,-1.5
3528,흔들리,1.5
3529,흔모,3
3530,흔모하,3
3531,흔히,0
3532,흘겨보,-1.5
3533,흘리,-1.5
3534,흘흘,-1.5
3535,흙빛,-1.5
3536,흠모,3
3537,흠애하,3
3538,흠집,1.5
3539,흡수,-1.5
3540,흡족,3
3541,흥감,3
3542,흥겹,3
3543,흥글거리,-1.5
3544,흥글벙글,-3
3545,흥글흥글,-1.5
3546,흥뚱항뚱,-1.5
3547,흥미,1.5
3548,흥분,1.5
3549,흥청거리,-1.5
3550,흥청대,-1.5
3551,흥청망청,-1.5
3552,흥청벙청,-1.5
3553,흥청흥청,-1.5
3554,흥취,3
3555,흥하,3
3556,흥행,3
3557,흥행작,3
3558,흥행화하,3
3559,흩어지,1.5
3560,희떱,-1.5
3561,희락,3
3563,희롱,-1.5
3562,희롱질하,0
3564,희롱해롱,-1.5
3565,희룽거리,-1.5
3566,희룽대,-1.5
3567,희룽해롱,-1.5
3568,희룽희룽,-1.5
3569,희룽히룽,-1.5
3570,희말쑥하,1.5
3571,희망,1.5
3572,희망적,1.5
3573,희망차,1.5
3574,희멀끔,1.5
3575,희멀쑥,1.5
3576,희미,0
3577,희박,-1.5
3578,희희,1.5
3579,희희낙락거리,3
3580,희희덕,-1.5
3581,희희덕거리,0
3582,희희덕대,0
3583,희희덕희희덕,-1.5
3584,힁하,-1.5
3585,힁허케,0
3586,히들거리,0
3587,히들머들,-1.5
3588,히들히들,0
3589,히뜰머뜰,-1.5
3590,히스테리,-1.5
3591,히죽,1.5
3592,히죽거리,1.5
3593,히죽대,1.5
3594,히죽벌쭉,1.5
3595,히죽비죽,-1.5
3596,히죽이,1.5
3597,히죽해죽,1.5
3598,히죽히죽,1.5
3599,히쭉,1.5
3600,히쭉이,1.5
3601,히쭉해쭉,1.5
3603,히히,1.5
3602,히히거리,1.5
3604,힐난,-1.5
3605,힐난조,-1.5
3606,힘겹,-3
3607,힘들,-3
3608,힘들이,-3
3609,힘쓰,0
3610,힘없,-1.5
3611,힘없이,-1.5
3612,힘차,3
3749,힙한,1.5
